ADD_SEQ,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y,address
0,5 EVERTON PARK EVERTON PARK SINGAPORE 080005,5,EVERTON PARK,1.276684338,103.8394591,103.8394591,80005,EVERTON PARK,EVERTON PARK,28683.39205,28794.78883,5 EVERTON PK
0,485B CHOA CHU KANG AVENUE 5 HDB-CHOA CHU KANG SINGAPORE 682485,485B,HDB-CHOA CHU KANG,1.374299366,103.7388073,103.7388073,682485,CHOA CHU KANG AVENUE 5,HDB-CHOA CHU KANG,17482.05113,39588.76516,485B CHOA CHU KANG AVE 5
0,608 SENJA ROAD HDB-BUKIT PANJANG SINGAPORE 670608,608,HDB-BUKIT PANJANG,1.382901976,103.7613682,103.7613682,670608,SENJA ROAD,HDB-BUKIT PANJANG,19992.83825,40539.91131,608 SENJA RD
0,443 YISHUN AVENUE 11 JADE SPRING @ YISHUN SINGAPORE 760443,443,JADE SPRING @ YISHUN,1.423810021,103.844973,103.844973,760443,YISHUN AVENUE 11,JADE SPRING @ YISHUN,29296.96779,45063.1979,443 YISHUN AVE 11
0,6 HAIG ROAD HAIG VIEW SINGAPORE 430006,6,HAIG VIEW,1.313176188,103.8972149,103.8972149,430006,HAIG ROAD,HAIG VIEW,35111.05731,32829.95942,6 HAIG RD
0,104A EDGEFIELD PLAINS SINGAPORE 821104,104A,NIL,1.396805705,103.9050542,103.9050542,821104,EDGEFIELD PLAINS,104A EDGEFIELD PLAINS SINGAPORE 821104,35983.21655,42077.31555,104A EDGEFIELD PLAINS
0,412 HOUGANG AVENUE 10 HARMONY VIEW SINGAPORE 530412,412,HARMONY VIEW,1.374704823,103.8953657,103.8953657,530412,HOUGANG AVENUE 10,HARMONY VIEW,34905.07717,39633.48008,412 HOUGANG AVE 10
0,110 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560110,110,KEBUN BARU HEIGHTS,1.37045937,103.8374193,103.8374193,560110,ANG MO KIO AVENUE 4,KEBUN BARU HEIGHTS,28456.35603,39163.95023,110 ANG MO KIO AVE 4
0,694 JURONG WEST CENTRAL 1 HDB-JURONG WEST SINGAPORE 640694,694,HDB-JURONG WEST,1.343121023,103.707052,103.707052,640694,JURONG WEST CENTRAL 1,HDB-JURONG WEST,13947.88886,36141.37796,694 JURONG WEST CTRL 1
1,694 JURONG WEST CENTRAL 1 HDB PUBLIC SHELTERS SINGAPORE 640694,694,HDB PUBLIC SHELTERS,1.343025818,103.7068796,103.7068796,640694,JURONG WEST CENTRAL 1,HDB PUBLIC SHELTERS,13928.70722,36130.85154,694 JURONG WEST CTRL 1
2,694 JURONG WEST CENTRAL 1 PCF SPARKLETOTS PRESCHOOL @ PIONEER 694 (CC) SINGAPORE 640694,694,PCF SPARKLETOTS PRESCHOOL @ PIONEER 694 (CC),1.343025811,103.7068796,103.7068796,640694,JURONG WEST CENTRAL 1,PCF SPARKLETOTS PRESCHOOL @ PIONEER 694 (CC),13928.70779,36130.85079,694 JURONG WEST CTRL 1
0,176 LOMPANG ROAD HDB-BUKIT PANJANG SINGAPORE 670176,176,HDB-BUKIT PANJANG,1.379245299,103.7658816,103.7658816,670176,LOMPANG ROAD,HDB-BUKIT PANJANG,20495.1052,40135.55953,176 LOMPANG RD
0,9 EUNOS CRESCENT HDB-JALAN EUNOS SINGAPORE 400009,9,HDB-JALAN EUNOS,1.321798699,103.9027747,103.9027747,400009,EUNOS CRESCENT,HDB-JALAN EUNOS,35729.78293,33783.40956,9 EUNOS CRES
1,9 EUNOS CRESCENT KAMPONG UBI NEIGHBOURHOOD POLICE POST SINGAPORE 400009,9,KAMPONG UBI NEIGHBOURHOOD POLICE POST,1.32183432,103.903135,103.903135,400009,EUNOS CRESCENT,KAMPONG UBI NEIGHBOURHOOD POLICE POST,35769.87085,33787.34951,9 EUNOS CRES
0,266A COMPASSVALE BOW THE CORIS SINGAPORE 541266,266A,THE CORIS,1.38245908,103.8968018,103.8968018,541266,COMPASSVALE BOW,THE CORIS,35064.88268,40490.91116,266A COMPASSVALE BOW
0,333 KANG CHING ROAD HDB-TAMAN JURONG SINGAPORE 610333,333,HDB-TAMAN JURONG,1.339279332,103.7234416,103.7234416,610333,KANG CHING ROAD,HDB-TAMAN JURONG,15771.86359,35716.4945,333 KANG CHING RD
1,333 KANG CHING ROAD MY FIRST SKOOL SINGAPORE 610333,333,MY FIRST SKOOL,1.339526914,103.7232866,103.7232866,610333,KANG CHING ROAD,MY FIRST SKOOL,15754.61389,35743.87159,333 KANG CHING RD
0,320C ANCHORVALE DRIVE ANCHORVALE GROVE SINGAPORE 543320,320C,ANCHORVALE GROVE,1.391254015,103.8913033,103.8913033,543320,ANCHORVALE DRIVE,ANCHORVALE GROVE,34452.94438,41463.3953,320C ANCHORVALE DR
0,638C PUNGGOL DRIVE THE MEADOWS SINGAPORE 823638,638C,THE MEADOWS,1.399676335,103.9153916,103.9153916,823638,PUNGGOL DRIVE,THE MEADOWS,37133.62461,42394.77321,638C PUNGGOL DR
0,143 SERANGOON NORTH AVENUE 1 HDB-SERANGOON ESTATE SINGAPORE 550143,143,HDB-SERANGOON ESTATE,1.367360767,103.8729254,103.8729254,550143,SERANGOON NORTH AVENUE 1,HDB-SERANGOON ESTATE,32407.7613,38821.35842,143 SERANGOON NTH AVE 1
0,411 YISHUN RING ROAD HDB-YISHUN SINGAPORE 760411,411,HDB-YISHUN,1.425741789,103.8474043,103.8474043,760411,YISHUN RING ROAD,HDB-YISHUN,29567.53085,45276.8046,411 YISHUN RING RD
1,411 YISHUN RING ROAD PCS YISHUN CHILD CARE CENTRE SINGAPORE 760411,411,PCS YISHUN CHILD CARE CENTRE,1.425741779,103.8474043,103.8474043,760411,YISHUN RING ROAD,PCS YISHUN CHILD CARE CENTRE,29567.53039,45276.80351,411 YISHUN RING RD
0,691A JURONG WEST CENTRAL 1 MULTI STOREY CAR PARK SINGAPORE 641691,691A,MULTI STOREY CAR PARK,1.342365516,103.7058385,103.7058385,641691,JURONG WEST CENTRAL 1,MULTI STOREY CAR PARK,13812.84325,36057.84459,691 JURONG WEST CTRL 1
1,691 JURONG WEST CENTRAL 1 HDB-JURONG WEST SINGAPORE 640691,691,HDB-JURONG WEST,1.341770677,103.7063128,103.7063128,640691,JURONG WEST CENTRAL 1,HDB-JURONG WEST,13865.6163,35992.06742,691 JURONG WEST CTRL 1
2,691 JURONG WEST CENTRAL 1 HDB PUBLIC SHELTERS SINGAPORE 640691,691,HDB PUBLIC SHELTERS,1.341940495,103.7063111,103.7063111,640691,JURONG WEST CENTRAL 1,HDB PUBLIC SHELTERS,13865.43427,36010.84507,691 JURONG WEST CTRL 1
0,49A JALAN TIGA MULTI STOREY CAR PARK SINGAPORE 391049,49A,MULTI STOREY CAR PARK,1.308509326,103.8853462,103.8853462,391049,JALAN TIGA,MULTI STOREY CAR PARK,33790.1918,32313.89096,49 JLN TIGA
1,49 JALAN TIGA PINE GREEN SINGAPORE 390049,49,PINE GREEN,1.308882618,103.8854248,103.8854248,390049,JALAN TIGA,PINE GREEN,33798.94082,32355.16792,49 JLN TIGA
2,49 JALAN TIGA YOUNG TALENTS PRESKOOL PTE LTD SINGAPORE 390049,49,YOUNG TALENTS PRESKOOL PTE LTD,1.308863318,103.8853727,103.8853727,390049,JALAN TIGA,YOUNG TALENTS PRESKOOL PTE LTD,33793.13469,32353.0337,49 JLN TIGA
0,205 MARSILING DRIVE MARSILING ADMIRALTY PARK SINGAPORE 730205,205,MARSILING ADMIRALTY PARK,1.444946146,103.7734841,103.7734841,730205,MARSILING DRIVE,MARSILING ADMIRALTY PARK,21341.36192,47400.40879,205 MARSILING DR
0,27B JALAN MEMBINA MEMBINA COURT SINGAPORE 164027,27B,MEMBINA COURT,1.282908655,103.824868,103.824868,164027,JALAN MEMBINA,MEMBINA COURT,27059.52423,29483.0424,27B JLN MEMBINA
0,44 CIRCUIT ROAD HDB-MACPHERSON SINGAPORE 370044,44,HDB-MACPHERSON,1.32665458,103.886119,103.886119,370044,CIRCUIT ROAD,HDB-MACPHERSON,33876.14773,34320.30263,44 CIRCUIT RD
0,317B ANCHORVALE ROAD HDB-SENGKANG SINGAPORE 542317,317B,HDB-SENGKANG,1.393862322,103.8885403,103.8885403,542317,ANCHORVALE ROAD,HDB-SENGKANG,34145.44401,41751.80142,317B ANCHORVALE RD
0,493A TAMPINES AVENUE 9 HDB-TAMPINES SINGAPORE 520493,493A,HDB-TAMPINES,1.362558831,103.9524631,103.9524631,520493,TAMPINES AVENUE 9,HDB-TAMPINES,41259.39445,38290.67616,493A TAMPINES AVE 9
0,470 CHOA CHU KANG AVENUE 3 HDB-CHOA CHU KANG SINGAPORE 680470,470,HDB-CHOA CHU KANG,1.378177516,103.7371072,103.7371072,680470,CHOA CHU KANG AVENUE 3,HDB-CHOA CHU KANG,17292.8758,40017.59944,470 CHOA CHU KANG AVE 3
0,273B COMPASSVALE LINK ATRINA SINGAPORE 542273,273B,ATRINA,1.384543743,103.8950018,103.8950018,542273,COMPASSVALE LINK,ATRINA,34864.55188,40721.41745,273B COMPASSVALE LINK
0,636 BEDOK RESERVOIR ROAD EUNOS TENAGA VILLE SINGAPORE 410636,636,EUNOS TENAGA VILLE,1.33105257,103.904387,103.904387,410636,BEDOK RESERVOIR ROAD,EUNOS TENAGA VILLE,35909.18393,34806.661,636 BEDOK RESERVOIR RD
0,409 PANDAN GARDENS HDB-JURONG EAST SINGAPORE 600409,409,HDB-JURONG EAST,1.318512076,103.7473725,103.7473725,600409,PANDAN GARDENS,HDB-JURONG EAST,18435.03681,33420.04883,409 PANDAN GDNS
0,503 WOODLANDS DRIVE 14 HDB-WOODLANDS SINGAPORE 730503,503,HDB-WOODLANDS,1.43249996,103.7917867,103.7917867,730503,WOODLANDS DRIVE 14,HDB-WOODLANDS,23378.12859,46024.12623,503 WOODLANDS DR 14
0,150 SILAT AVENUE HDB-BUKIT MERAH SINGAPORE 160150,150,HDB-BUKIT MERAH,1.277077068,103.8314259,103.8314259,160150,SILAT AVENUE,HDB-BUKIT MERAH,27789.35509,28838.21415,150 SILAT AVE
1,150 SILAT AVENUE OCBC Silat Ave - FairPrice SINGAPORE 160150,150,OCBC Silat Ave - FairPrice,1.277077069,103.8314259,103.8314259,160150,SILAT AVENUE,OCBC Silat Ave - FairPrice,27789.35509,28838.21421,150 SILAT AVE
0,196A PUNGGOL FIELD HDB-PUNGGOL SINGAPORE 821196,196A,HDB-PUNGGOL,1.399203942,103.9067408,103.9067408,821196,PUNGGOL FIELD,HDB-PUNGGOL,36170.90816,42342.50649,196A PUNGGOL FIELD
0,21 GHIM MOH ROAD HDB-GHIM MOH SINGAPORE 270021,21,HDB-GHIM MOH,1.310103026,103.788546,103.788546,270021,GHIM MOH ROAD,HDB-GHIM MOH,23017.22744,32490.09866,21 GHIM MOH RD
1,21 GHIM MOH ROAD GHIM MOH ESTATE POST OFFICE SINGAPORE 270021,21,GHIM MOH ESTATE POST OFFICE,1.310081182,103.7885329,103.7885329,270021,GHIM MOH ROAD,GHIM MOH ESTATE POST OFFICE,23015.77427,32487.68334,21 GHIM MOH RD
0,305C ANCHORVALE LINK ANCHORVALE PLACE SINGAPORE 543305,305C,ANCHORVALE PLACE,1.389146397,103.887872,103.887872,543305,ANCHORVALE LINK,ANCHORVALE PLACE,34071.0884,41230.33633,305C ANCHORVALE LINK
0,507A WELLINGTON CIRCLE MONTREAL SPRING SINGAPORE 751507,507A,MONTREAL SPRING,1.452730801,103.8239669,103.8239669,751507,WELLINGTON CIRCLE,MONTREAL SPRING,26959.30785,48261.11138,507A WELLINGTON CIRCLE
1,507A WELLINGTON CIRCLE MY FIRST SKOOL SINGAPORE 751507,507A,MY FIRST SKOOL,1.452730798,103.8239669,103.8239669,751507,WELLINGTON CIRCLE,MY FIRST SKOOL,26959.3083,48261.11099,507A WELLINGTON CIRCLE
0,271D PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 824271,271D,PUNGGOL RESIDENCES,1.403514326,103.9008903,103.9008903,824271,PUNGGOL WALK,PUNGGOL RESIDENCES,35519.80551,42819.1077,271D PUNGGOL WALK
0,415A ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 561415,415A,TECK GHEE HEARTLANDS,1.364371901,103.8544744,103.8544744,561415,ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,30354.39418,38490.83879,415 ANG MO KIO AVE 10
1,415 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560415,415,TECK GHEE HEARTLANDS,1.364453366,103.8536552,103.8536552,560415,ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,30263.22822,38499.846,415 ANG MO KIO AVE 10
2,415 ANG MO KIO AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ TECK GHEE 415 (CC) SINGAPORE 560415,415,PCF SPARKLETOTS PRESCHOOL @ TECK GHEE 415 (CC),1.364453356,103.8536552,103.8536552,560415,ANG MO KIO AVENUE 10,PCF SPARKLETOTS PRESCHOOL @ TECK GHEE 415 (CC),30263.2285,38499.84491,415 ANG MO KIO AVE 10
0,878A TAMPINES AVENUE 8 TAMPINES GREENFOREST SINGAPORE 521878,878A,TAMPINES GREENFOREST,1.351663734,103.929646,103.929646,521878,TAMPINES AVENUE 8,TAMPINES GREENFOREST,38720.16468,37085.83667,878 TAMPINES AVE 8
1,878C TAMPINES AVENUE 8 TAMPINES GREENFOREST SINGAPORE 523878,878C,TAMPINES GREENFOREST,1.351264113,103.9293638,103.9293638,523878,TAMPINES AVENUE 8,TAMPINES GREENFOREST,38688.76065,37041.64735,878 TAMPINES AVE 8
2,878B TAMPINES AVENUE 8 TAMPINES GREENFOREST SINGAPORE 522878,878B,TAMPINES GREENFOREST,1.350926367,103.9291912,103.9291912,522878,TAMPINES AVENUE 8,TAMPINES GREENFOREST,38669.55328,37004.30032,878 TAMPINES AVE 8
3,878 TAMPINES AVENUE 8 TAMPINES SPRING SINGAPORE 520878,878,TAMPINES SPRING,1.352215416,103.9313859,103.9313859,520878,TAMPINES AVENUE 8,TAMPINES SPRING,38913.78764,37146.84678,878 TAMPINES AVE 8
4,878 TAMPINES AVENUE 8 Abc Children's Place SINGAPORE 520878,878,Abc Children's Place,1.352211871,103.9313823,103.9313823,520878,TAMPINES AVENUE 8,Abc Children's Place,38913.38399,37146.45469,878 TAMPINES AVE 8
0,751 CHOA CHU KANG NORTH 5 HDB-CHOA CHU KANG SINGAPORE 680751,751,HDB-CHOA CHU KANG,1.392465817,103.7479069,103.7479069,680751,CHOA CHU KANG NORTH 5,HDB-CHOA CHU KANG,18494.79973,41597.48322,751 CHOA CHU KANG NTH 5
0,124 SERANGOON NORTH AVENUE 1 HDB-SERANGOON NORTH ESTATE SINGAPORE 550124,124,HDB-SERANGOON NORTH ESTATE,1.366186896,103.8714195,103.8714195,550124,SERANGOON NORTH AVENUE 1,HDB-SERANGOON NORTH ESTATE,32240.1732,38691.55496,124 SERANGOON NTH AVE 1
0,454 PASIR RIS DRIVE 6 HDB-PASIR RIS SINGAPORE 510454,454,HDB-PASIR RIS,1.372009725,103.9580893,103.9580893,510454,PASIR RIS DRIVE 6,HDB-PASIR RIS,41885.46475,39335.74207,454 PASIR RIS DR 6
1,454 PASIR RIS DRIVE 6 HDB PUBLIC SHELTERS SINGAPORE 510454,454,HDB PUBLIC SHELTERS,1.37200974,103.9580893,103.9580893,510454,PASIR RIS DRIVE 6,HDB PUBLIC SHELTERS,41885.46475,39335.74374,454 PASIR RIS DR 6
2,454 PASIR RIS DRIVE 6 Sparklekidz Achievers Pte Ltd SINGAPORE 510454,454,Sparklekidz Achievers Pte Ltd,1.372009716,103.9580893,103.9580893,510454,PASIR RIS DRIVE 6,Sparklekidz Achievers Pte Ltd,41885.46541,39335.7411,454 PASIR RIS DR 6
0,2 SAINT GEORGE'S ROAD HDB-ST GEORGES RD SINGAPORE 328023,2,HDB-ST GEORGES RD,1.322416138,103.8632671,103.8632671,328023,SAINT GEORGE'S ROAD,HDB-ST GEORGES RD,31332.97244,33851.59491,2 ST. GEORGES RD
0,749 WOODLANDS CIRCLE HDB-WOODLANDS SINGAPORE 730749,749,HDB-WOODLANDS,1.444534551,103.794469,103.794469,730749,WOODLANDS CIRCLE,HDB-WOODLANDS,23676.64731,47354.84597,749 WOODLANDS CIRCLE
1,749A WOODLANDS CIRCLE SINGAPORE 731749,749A,NIL,1.444797339,103.7943133,103.7943133,731749,WOODLANDS CIRCLE,749A WOODLANDS CIRCLE SINGAPORE 731749,23659.32818,47383.90405,749 WOODLANDS CIRCLE
2,749 WOODLANDS CIRCLE HDB PUBLIC SHELTERS SINGAPORE 730749,749,HDB PUBLIC SHELTERS,1.444534929,103.7944695,103.7944695,730749,WOODLANDS CIRCLE,HDB PUBLIC SHELTERS,23676.70476,47354.88777,749 WOODLANDS CIRCLE
0,810 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760810,810,KHATIB GARDENS,1.416100664,103.8319012,103.8319012,760810,YISHUN RING ROAD,KHATIB GARDENS,27842.27127,44210.73286,810 YISHUN RING RD
0,443 CHOA CHU KANG AVENUE 4 HDB-CHOA CHU KANG SINGAPORE 680443,443,HDB-CHOA CHU KANG,1.381286516,103.7375353,103.7375353,680443,CHOA CHU KANG AVENUE 4,HDB-CHOA CHU KANG,17340.5276,40361.37542,443 CHOA CHU KANG AVE 4
0,671B KLANG LANE HDB-CENTRAL AREA SINGAPORE 212671,671B,HDB-CENTRAL AREA,1.309232901,103.8523607,103.8523607,212671,KLANG LANE,HDB-CENTRAL AREA,30119.21016,32393.84823,671B KLANG LANE
0,403 YISHUN AVENUE 6 HDB-YISHUN SINGAPORE 760403,403,HDB-YISHUN,1.426937264,103.8485532,103.8485532,760403,YISHUN AVENUE 6,HDB-YISHUN,29695.38511,45408.99502,403 YISHUN AVE 6
0,36 BEO CRESCENT THE BEO CRESCENT SINGAPORE 160036,36,THE BEO CRESCENT,1.288300791,103.8271804,103.8271804,160036,BEO CRESCENT,THE BEO CRESCENT,27316.86726,30079.27616,36 BEO CRES
1,36 BEO CRESCENT CS Montessori Kindergarten @ Tiong Bahru SINGAPORE 160036,36,CS Montessori Kindergarten @ Tiong Bahru,1.288359771,103.8270569,103.8270569,160036,BEO CRESCENT,CS Montessori Kindergarten @ Tiong Bahru,27303.12932,30085.79788,36 BEO CRES
0,101 WHAMPOA DRIVE WHAMPOA VIEW SINGAPORE 323101,101,WHAMPOA VIEW,1.320417102,103.8538139,103.8538139,323101,WHAMPOA DRIVE,WHAMPOA VIEW,30280.93212,33630.54102,101 WHAMPOA DR
0,156 SIMEI ROAD HDB-TAMPINES SINGAPORE 520156,156,HDB-TAMPINES,1.345150482,103.9587198,103.9587198,520156,SIMEI ROAD,HDB-TAMPINES,41955.7918,36365.78052,156 SIMEI RD
0,721 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470721,721,BEDOK RESERVOIR GARDEN,1.336292448,103.9261017,103.9261017,470721,BEDOK RESERVOIR ROAD,BEDOK RESERVOIR GARDEN,38325.77906,35386.14089,721 BEDOK RESERVOIR RD
0,739 PASIR RIS DRIVE 10 HDB-PASIR RIS SINGAPORE 510739,739,HDB-PASIR RIS,1.378505725,103.9367962,103.9367962,510739,PASIR RIS DRIVE 10,HDB-PASIR RIS,39515.77029,40053.92499,739 PASIR RIS DR 10
1,739 PASIR RIS DRIVE 10 HDB PUBLIC SHELTERS SINGAPORE 510739,739,HDB PUBLIC SHELTERS,1.37850497,103.9367909,103.9367909,510739,PASIR RIS DRIVE 10,HDB PUBLIC SHELTERS,39515.18266,40053.84142,739 PASIR RIS DR 10
0,305A ANCHORVALE LINK ANCHORVALE PLACE SINGAPORE 541305,305A,ANCHORVALE PLACE,1.38840183,103.8881671,103.8881671,541305,ANCHORVALE LINK,ANCHORVALE PLACE,34103.93325,41148.00666,305A ANCHORVALE LINK
0,28 GHIM MOH LINK GHIM MOH VALLEY SINGAPORE 270028,28,GHIM MOH VALLEY,1.308841766,103.7849288,103.7849288,270028,GHIM MOH LINK,GHIM MOH VALLEY,22614.66616,32350.6425,28 GHIM MOH LINK
0,586A WOODLANDS DRIVE 16 MULTI STOREY CAR PARK SINGAPORE 731586,586A,MULTI STOREY CAR PARK,1.429189314,103.7946714,103.7946714,731586,WOODLANDS DRIVE 16,MULTI STOREY CAR PARK,23699.14474,45658.04596,586 WOODLANDS DR 16
1,586 WOODLANDS DRIVE 16 HDB-WOODLANDS SINGAPORE 730586,586,HDB-WOODLANDS,1.42861439,103.794718,103.794718,730586,WOODLANDS DRIVE 16,HDB-WOODLANDS,23704.32529,45594.47369,586 WOODLANDS DR 16
0,681 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530681,681,HDB-HOUGANG,1.372978403,103.8856792,103.8856792,530681,HOUGANG AVENUE 8,HDB-HOUGANG,33827.09177,39442.55542,681 HOUGANG AVE 8
1,681 HOUGANG AVENUE 8 CENTRAL 24-HR CLINIC (HOUGANG) SINGAPORE 530681,681,CENTRAL 24-HR CLINIC (HOUGANG),1.37311063,103.8856366,103.8856366,530681,HOUGANG AVENUE 8,CENTRAL 24-HR CLINIC (HOUGANG),33822.35834,39457.17634,681 HOUGANG AVE 8
0,409 SEMBAWANG DRIVE HDB-SEMBAWANG SINGAPORE 750409,409,HDB-SEMBAWANG,1.453033211,103.8176507,103.8176507,750409,SEMBAWANG DRIVE,HDB-SEMBAWANG,26256.41459,48294.55427,409 SEMBAWANG DR
0,330 SERANGOON AVENUE 3 HDB-SERANGOON ESTATE SINGAPORE 550330,330,HDB-SERANGOON ESTATE,1.34993697,103.8695629,103.8695629,550330,SERANGOON AVENUE 3,HDB-SERANGOON ESTATE,32033.59224,36894.71748,330 SERANGOON AVE 3
0,146 TAMPINES AVENUE 5 HDB-TAMPINES SINGAPORE 521146,146,HDB-TAMPINES,1.34800809,103.9428143,103.9428143,521146,TAMPINES AVENUE 5,HDB-TAMPINES,40185.66699,36681.67567,146 TAMPINES AVE 5
0,123 PAYA LEBAR WAY HDB-GEYLANG SINGAPORE 381123,123,HDB-GEYLANG,1.322756054,103.8832352,103.8832352,381123,PAYA LEBAR WAY,HDB-GEYLANG,33555.22404,33889.21681,123 PAYA LEBAR WAY
0,632B PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 822632,632B,EDGEDALE GREEN,1.400843273,103.9131347,103.9131347,822632,PUNGGOL DRIVE,EDGEDALE GREEN,36882.45159,42523.79882,632B PUNGGOL DR
0,2 DELTA AVENUE HDB-BUKIT MERAH SINGAPORE 161002,2,HDB-BUKIT MERAH,1.291734122,103.8280261,103.8280261,161002,DELTA AVENUE,HDB-BUKIT MERAH,27410.99645,30458.916,2 DELTA AVE
0,2 MARINE TERRACE MARINE TERRACE WALK SINGAPORE 440002,2,MARINE TERRACE WALK,1.304467615,103.9181741,103.9181741,440002,MARINE TERRACE,MARINE TERRACE WALK,37443.64377,31867.07853,2 MARINE TER
0,15 TELOK BLANGAH CRESCENT MOUNT FABER VIEW SINGAPORE 090015,15,MOUNT FABER VIEW,1.277060448,103.8207621,103.8207621,90015,TELOK BLANGAH CRESCENT,MOUNT FABER VIEW,26602.55934,28836.37973,15 TELOK BLANGAH CRES
1,15 TELOK BLANGAH CRESCENT DBS SPF RADIN MAS SINGAPORE 090015,15,DBS SPF RADIN MAS,1.277060448,103.8207621,103.8207621,90015,TELOK BLANGAH CRESCENT,DBS SPF RADIN MAS,26602.55931,28836.3797,15 TELOK BLANGAH CRES
2,15 TELOK BLANGAH CRESCENT RADIN MAS NEIGHBOURHOOD POLICE POST SINGAPORE 090015,15,RADIN MAS NEIGHBOURHOOD POLICE POST,1.276989134,103.8205411,103.8205411,90015,TELOK BLANGAH CRESCENT,RADIN MAS NEIGHBOURHOOD POLICE POST,26577.96887,28828.49426,15 TELOK BLANGAH CRES
0,64 TEBAN GARDENS ROAD TEBAN PLACE SINGAPORE 600064,64,TEBAN PLACE,1.32137891,103.7397794,103.7397794,600064,TEBAN GARDENS ROAD,TEBAN PLACE,17590.00719,33737.07945,64 TEBAN GDNS RD
0,601C PUNGGOL CENTRAL PUNGGOL VISTA SINGAPORE 823601,601C,PUNGGOL VISTA,1.40267897,103.9081061,103.9081061,823601,PUNGGOL CENTRAL,PUNGGOL VISTA,36322.83794,42726.7626,601C PUNGGOL CTRL
0,622 SENJA ROAD HDB-BUKIT PANJANG SINGAPORE 670622,622,HDB-BUKIT PANJANG,1.385932525,103.761421,103.761421,670622,SENJA ROAD,HDB-BUKIT PANJANG,19998.7162,40875.01418,622 SENJA RD
0,105 HENDERSON CRESCENT HENDERSONVILLE SINGAPORE 150105,105,HENDERSONVILLE,1.290214202,103.8223568,103.8223568,150105,HENDERSON CRESCENT,HENDERSONVILLE,26780.05258,30290.85306,105 HENDERSON CRES
0,450B SENGKANG WEST WAY FERNVALE CREST SINGAPORE 792450,450B,FERNVALE CREST,1.394047702,103.8733457,103.8733457,792450,SENGKANG WEST WAY,FERNVALE CREST,32454.48823,41772.2656,450B SENGKANG WEST WAY
0,16 TOH YI DRIVE TOH YI GARDENS SINGAPORE 590016,16,TOH YI GARDENS,1.339408681,103.7726057,103.7726057,590016,TOH YI DRIVE,TOH YI GARDENS,21243.304,35730.6068,16 TOH YI DR
0,617 ANG MO KIO AVENUE 4 HDB-ANG MO KIO SINGAPORE 560617,617,HDB-ANG MO KIO,1.377517097,103.8380532,103.8380532,560617,ANG MO KIO AVENUE 4,HDB-ANG MO KIO,28526.90255,39944.35788,617 ANG MO KIO AVE 4
1,617 ANG MO KIO AVENUE 4 HDB PUBLIC SHELTERS SINGAPORE 560617,617,HDB PUBLIC SHELTERS,1.377517091,103.8380519,103.8380519,560617,ANG MO KIO AVENUE 4,HDB PUBLIC SHELTERS,28526.75488,39944.35728,617 ANG MO KIO AVE 4
0,304B ANCHORVALE LINK ANCHORVALE COURT SINGAPORE 542304,304B,ANCHORVALE COURT,1.388650037,103.8892154,103.8892154,542304,ANCHORVALE LINK,ANCHORVALE COURT,34220.58994,41175.45488,304B ANCHORVALE LINK
0,893C WOODLANDS DRIVE 50 HDB-WOODLANDS SINGAPORE 732893,893C,HDB-WOODLANDS,1.436318427,103.7904601,103.7904601,732893,WOODLANDS DRIVE 50,HDB-WOODLANDS,23230.50749,46446.35601,893C WOODLANDS DR 50
0,205A COMPASSVALE LANE COMPASSVALE PLACE SINGAPORE 541205,205A,COMPASSVALE PLACE,1.386039984,103.8969667,103.8969667,541205,COMPASSVALE LANE,COMPASSVALE PLACE,35083.21652,40886.87009,205A COMPASSVALE LANE
1,205A COMPASSVALE LANE BEARRINGTON CHILD CARE AND DEVELOPMENT CENTRE SINGAPORE 541205,205A,BEARRINGTON CHILD CARE AND DEVELOPMENT CENTRE,1.386039983,103.8969667,103.8969667,541205,COMPASSVALE LANE,BEARRINGTON CHILD CARE AND DEVELOPMENT CENTRE,35083.21721,40886.87,205A COMPASSVALE LANE
0,304 UBI AVENUE 1 SINGAPORE 400304,304,NIL,1.329552569,103.9012286,103.9012286,400304,UBI AVENUE 1,304 UBI AVENUE 1 SINGAPORE 400304,35557.69016,34640.78855,304 UBI AVE 1
1,304 UBI AVENUE 1 UOB Ubi Ave 1 SINGAPORE 400304,304,UOB Ubi Ave 1,1.329753733,103.9015499,103.9015499,400304,UBI AVENUE 1,UOB Ubi Ave 1,35593.4497,34663.03331,304 UBI AVE 1
